objectid,CNN,ST_NAME,ST_TYPE,DISTRICT,COLLECTN,PRKG_SPLY,YEAR,shape,data_as_of,data_loaded_at
13021,3982000,CHESTNUT,ST,02,FIELD,32,2010,"LINESTRING (-122.441177377 37.800190187, -122.442846092 37.79997798)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12798,19647000,PRESIDIO,BLVD,02,REMOTE,0,2014,"LINESTRING (-122.451522108 37.796179984, -122.451625701 37.796568182)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12242,19784002,UNNAMED 064,,02,REMOTE,0,2014,"LINESTRING (-122.450322525 37.805622103, -122.450407819 37.806042127)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1262,19629000,PERSHING,DR,02,REMOTE,13,2014,"LINESTRING (-122.479557354 37.794244552, -122.479973813 37.794304153)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1033,19062000,CANBY,ST,02,FIELD,0,2013,"LINESTRING (-122.456364287 37.800185576, -122.455957362 37.79998219)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1823,19764000,UNNAMED 052,,02,REMOTE,0,2014,"LINESTRING (-122.475127723 37.807408484, -122.475087564 37.8074786, -122.475117733 37.80757149, -122.475230119 37.807654361, -122.475352403 37.807715365, -122.475565443 37.807878028, -122.47562814 37.807905637, -122.475739422 37.807890606, -122.475822271 37.80784793, -122.475872979 37.807792626)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1822,19924000,WOOL,CT,02,REMOTE,22,2010,"LINESTRING (-122.473335657 37.799184197, -122.473275486 37.799651502, -122.473227039 37.799797569, -122.473224133 37.799969555, -122.47318434 37.800159942)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12204,5518000,FILBERT,ST,02,FIELD,21,2011,"LINESTRING (-122.429102238 37.798857524, -122.430747189 37.798648338)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11751,19491000,MACARTHUR,AVE,02,FIELD,0,2013,"LINESTRING (-122.453462716 37.798785775, -122.45356832 37.798526616, -122.453685333 37.798227319, -122.453828655 37.797944071, -122.45401924 37.797598385)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11629,10587000,POLK,ST,02,FIELD,17,2010,"LINESTRING (-122.423655075 37.805286984, -122.423844681 37.806221896)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13400,11309000,SAINT JOSEPHS,AVE,02,FIELD,22,2010,"LINESTRING (-122.441671638 37.782233947, -122.441820408 37.78230741, -122.44269247 37.7826426, -122.4427931 37.782885337)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1369,19045000,BLISS,CT,02,FIELD,0,2010,"LINESTRING (-122.479850443 37.791901679, -122.479947233 37.79187926, -122.47997866 37.791795852, -122.479965796 37.791446291)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
297,19603000,KEYES,AVE,02,FIELD,27,2010,"LINESTRING (-122.456364287 37.800185576, -122.456480138 37.800230532, -122.45656703 37.800201281, -122.457571622 37.798890017)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
285,19059000,RUCKMAN,AVE,02,FIELD,10,2010,"LINESTRING (-122.473626452 37.801886723, -122.472929217 37.801799081)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
269,15072000,BATTERY SAFFORD,RD,02,REMOTE,0,2014,"LINESTRING (-122.477093387 37.800200164, -122.477477083 37.799406242, -122.477797486 37.799201291)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
280,19544001,MERCHANT,RD,02,FIELD,0,2013,"LINESTRING (-122.475806707 37.805899254, -122.475842523 37.805753349, -122.475911437 37.805604902, -122.476156471 37.805229365, -122.47659868 37.804614169, -122.476616642 37.804482279, -122.476588796 37.80442624)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3716,3900000,CHARLTON,CT,02,FIELD,0,2010,"LINESTRING (-122.43133648 37.797104509, -122.431437514 37.797604476)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3358,8841000,MASONIC,AVE,02,FIELD,38,2010,"LINESTRING (-122.446610466 37.786302299, -122.446738338 37.786243164, -122.446849276 37.786186897, -122.447533802 37.785411415, -122.447605132 37.785275579, -122.447621599 37.785194685, -122.447620107 37.785083635)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1815,19760000,UNNAMED 015,,02,REMOTE,0,2014,"LINESTRING (-122.462627198 37.799961288, -122.462141753 37.800500421, -122.462764914 37.800862253)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12805,9697000,NORTH POINT,ST,02,FIELD,20,2012,"LINESTRING (-122.423655075 37.805286984, -122.425298564 37.805077903)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14122,6471000,GREEN,ST,02,FIELD,22,2010,"LINESTRING (-122.428725401 37.796991724, -122.43037057 37.796783262)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9265,12153000,STEINER,ST,02,FIELD,5,2010,"LINESTRING (-122.437514361 37.798742208, -122.43759173 37.799124843)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9264,12152000,STEINER,ST,02,FIELD,8,2010,"LINESTRING (-122.437420402 37.798277522, -122.437514361 37.798742208)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
683,10274000,PARKER,AVE,02,FIELD,38,2010,"LINESTRING (-122.454617803 37.78402999, -122.454569687 37.783561615, -122.454175994 37.781598821)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
684,7418000,JACKSON,ST,02,FIELD,36,2012,"LINESTRING (-122.457412046 37.789560914, -122.459452537 37.78930095)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
568,19418000,KOBBE,AVE,02,FIELD,0,2013,"LINESTRING (-122.4758411 37.798977062, -122.475367975 37.798898639, -122.474888062 37.798824706)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1279,19406000,JOHNSTONE,DR,02,REMOTE,0,2014,"LINESTRING (-122.477296087 37.7919815, -122.477334497 37.791899106, -122.477452931 37.791889688, -122.477569498 37.791927369, -122.477602232 37.791983798, -122.477688127 37.792277153)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8277,5834000,FRANKLIN,ST,02,FIELD,18,2010,"LINESTRING (-122.425436866 37.797408351, -122.425625505 37.798343536)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
8768,5775000,FRANCISCO,ST,02,FIELD,14,2011,"LINESTRING (-122.441368273 37.801125699, -122.443034624 37.800908208)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13963,8907000,MCALLISTER,ST,05,FIELD,33,2010,"LINESTRING (-122.443321055 37.777164446, -122.444966614 37.776957668)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7743,7397000,JACKSON,ST,02,FIELD,20,2010,"LINESTRING (-122.423048804 37.793935005, -122.424694144 37.793726022)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7510,7595000,JONES,ST,03,FIELD,19,2010,"LINESTRING (-122.416324356 37.802410832, -122.416510772 37.803347968)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7516,10568000,POLK,ST,03,FIELD,4,2010,"LINESTRING (-122.420401246 37.789165094, -122.420493443 37.789620438)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7548,2757000,BATTERY,ST,03,FIELD,5,2010,"LINESTRING (-122.400239374 37.794575242, -122.400329332 37.79501315)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7205,8267000,LEAVENWORTH,ST,03,FIELD,12,2012,"LINESTRING (-122.417798643 37.801267348, -122.417877486 37.801706751)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3737,3168000,BROADWAY,,03,FIELD,14,2010,"LINESTRING (-122.418457662 37.796275469, -122.418613752 37.796406705, -122.419985652 37.796236911, -122.420094023 37.79625956, -122.420109524 37.796094569)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4927,4085000,CLAY,ST,03,FIELD,9,2010,"LINESTRING (-122.40237435 37.79477093, -122.403139295 37.794666282)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5963,15078000,LYSETTE,ST,03,REMOTE,0,2014,"LINESTRING (-122.414798735 37.791938513, -122.414866711 37.792269432)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5360,13516000,WAYNE,PL,03,FIELD,0,2010,"LINESTRING (-122.410892318 37.796394739, -122.411027467 37.797050926)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
3809,6110000,GEARY,ST,03,REMOTE,13,2010,"LINESTRING (-122.408226726 37.787359262, -122.409874017 37.787149143)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6862,8444000,LOMBARD,ST,03,REMOTE,0,2014,"LINESTRING (-122.41371875 37.802743202, -122.413860851 37.802725182)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7456,8828000,MASON,ST,03,FIELD,14,2010,"LINESTRING (-122.412529909 37.800323444, -122.412659661 37.800965057)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7690,6492000,GREENWICH,ST,03,FIELD,41,2012,"LINESTRING (-122.407955857 37.802504772, -122.40826084 37.802466344)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6489,9687000,NORTH POINT,ST,03,FIELD,34,2010,"LINESTRING (-122.408897337 37.807163253, -122.410497554 37.806962911)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9006,8820000,MASON,ST,03,FIELD,9,2010,"LINESTRING (-122.411630443 37.795850683, -122.411718938 37.796290765)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10998,12554201,THE EMBARCADERO,,03,REMOTE,22,2010,"LINESTRING (-122.39540527 37.796682895, -122.395360658 37.796855296, -122.39642359 37.798013223, -122.397473882 37.799198944, -122.397669949 37.799234483)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11376,11239000,SACRAMENTO,ST,03,REMOTE,17,2014,"LINESTRING (-122.411929945 37.792644505, -122.412649658 37.792552337)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10940,12861000,UNION,ST,02,FIELD,0,2012,"LINESTRING (-122.420346295 37.799036691, -122.420579532 37.799007615, -122.420688802 37.798971057)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9023,5759000,FRANCISCO,ST,03,FIELD,7,2012,"LINESTRING (-122.41012359 37.805098168, -122.41050428 37.805052642)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9470,4226000,CODMAN,PL,03,REMOTE,0,2014,"LINESTRING (-122.409900713 37.793806165, -122.410073072 37.794690054)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
9221,8135000,LARKIN,ST,03,FIELD,9,2010,"LINESTRING (-122.418364867 37.787487117, -122.418465027 37.787966286)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13490,10121000,PACIFIC,AVE,03,FIELD,16,2010,"LINESTRING (-122.402886501 37.797396482, -122.403675976 37.797298105)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13243,11084000,RIVERTON,DR,07,FIELD,32,2010,"LINESTRING (-122.487238303 37.733401469, -122.487152284 37.732199088)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12740,1861000,38TH,AVE,04,FIELD,53,2010,"LINESTRING (-122.495918925 37.740285397, -122.49578916 37.738426124)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4694,1004000,20TH,AVE,01,FIELD,36,2012,"LINESTRING (-122.478971698 37.7746811, -122.478836951 37.772814567)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2092,902000,19TH,AVE,01,FIELD,29,2012,"LINESTRING (-122.478713573 37.78603127, -122.478578838 37.784173987)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
463,244000,04TH,AVE,01,FIELD,33,2010,"LINESTRING (-122.461868239 37.777331798, -122.461733428 37.7754674)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12681,1903000,41ST,AVE,01,REMOTE,40,2010,"LINESTRING (-122.502011992 37.781227036, -122.501887214 37.779514336)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12680,10535000,GEARY,BLVD,01,REMOTE,7,2010,"LINESTRING (-122.501887214 37.779514336, -122.502972265 37.779609736)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12183,11155000,ROSELYN,TER,01,FIELD,13,2010,"LINESTRING (-122.44976708 37.778277009, -122.449570826 37.777318749)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2027,5934000,FULTON,ST,01,FIELD,19,2012,"LINESTRING (-122.486334062 37.772471576, -122.48739829 37.772423078)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11950,997000,20TH,AVE,02,FIELD,16,2012,"LINESTRING (-122.479844662 37.786795518, -122.479785678 37.785982618)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13511,8040101,LAKE,ST,02,FIELD,42,2013,"LINESTRING (-122.490474491 37.785118744, -122.49059393 37.78509518, -122.490994368 37.785122038, -122.491452347 37.78520251, -122.491728771 37.785305681, -122.491961053 37.785481999, -122.492063435 37.785646064, -122.492127291 37.785978815, -122.492157839 37.786306806, -122.492080319 37.786381707)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13808,5951000,FULTON,ST,01,FIELD,17,2011,"LINESTRING (-122.504544349 37.771640388, -122.505611147 37.771591607)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
14199,461000,10TH,AVE,02,FIELD,4,2012,"LINESTRING (-122.468996721 37.786786737, -122.468974695 37.786482586)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1082,524000,12TH,AVE,01,FIELD,36,2010,"LINESTRING (-122.470567616 37.778800611, -122.470432965 37.776941472)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1145,19774000,FORT MILEY 5,,01,REMOTE,0,2014,"LINESTRING (-122.506609741 37.782556995, -122.506578626 37.78282872, -122.506612616 37.783053313, -122.506617284 37.78313998, -122.506683743 37.783378575)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1109,4170000,CLEMENT,ST,01,FIELD,14,2010,"LINESTRING (-122.479515632 37.782260764, -122.480590016 37.782212312)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4732,3593000,CALIFORNIA,ST,01,FIELD,10,2010,"LINESTRING (-122.475370732 37.784319455, -122.476436805 37.784271125)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2036,5946000,FULTON,ST,01,FIELD,20,2012,"LINESTRING (-122.499183042 37.771885392, -122.500257544 37.771836309)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1047,2060000,48TH,AVE,01,FIELD,6,2010,"LINESTRING (-122.50943294 37.77985107, -122.50936831 37.778965167)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1061,2680000,BALBOA,ST,01,FIELD,26,2010,"LINESTRING (-122.495174852 37.775813279, -122.496258764 37.775763805)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1669,3578000,CALIFORNIA,ST,02,FIELD,14,2010,"LINESTRING (-122.460308245 37.785538555, -122.461368664 37.785403135)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1666,8023000,LAKE,ST,02,FIELD,12,2012,"LINESTRING (-122.473255085 37.786288101, -122.474382842 37.786238018)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1191,1849000,38TH,AVE,01,FIELD,41,2012,"LINESTRING (-122.498385573 37.775666701, -122.498249668 37.773799858)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2246,8038000,LAKE,ST,02,FIELD,24,2012,"LINESTRING (-122.488324816 37.785205583, -122.488486235 37.785156452, -122.48889799 37.785114826, -122.489391501 37.785088013)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
2250,1369000,25TH,AVE,02,FIELD,6,2010,"LINESTRING (-122.484533541 37.789223402, -122.48462323 37.788957137)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6735,5833000,FRANKLIN,ST,02,FIELD,9,2010,"LINESTRING (-122.425249873 37.796481303, -122.425436866 37.797408351)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6319,6468000,GREEN,ST,02,FIELD,15,2010,"LINESTRING (-122.423792966 37.797616582, -122.425436866 37.797408351)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6582,3349000,BUCHANAN,ST,02,FIELD,16,2011,"LINESTRING (-122.432204289 37.797506949, -122.432392663 37.798439061)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
6593,2850000,BEACH,ST,02,FIELD,26,2013,"LINESTRING (-122.435357388 37.804757061, -122.436876912 37.80456077, -122.437045567 37.804359123)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7284,8155000,LARKIN,ST,02,FIELD,0,2012,"LINESTRING (-122.421480364 37.802694925, -122.421443692 37.802809918, -122.421497138 37.803265289, -122.421558551 37.803420859, -122.421626333 37.803502959)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
7288,8462201,LOMBARD,ST,02,FIELD,16,2010,"LINESTRING (-122.439336654 37.799425311, -122.439465837 37.799472673, -122.440872511 37.799294037, -122.440977561 37.799212367)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5961,19703000,SIMONDS,LOOP,02,REMOTE,25,2014,"LINESTRING (-122.451522108 37.796179984, -122.451362348 37.79607362, -122.451215095 37.796046544, -122.451051216 37.796035766, -122.450778517 37.796057478, -122.450567197 37.796021412, -122.450378729 37.795947123, -122.450043825 37.795896615, -122.449645085 37.795826252, -122.449316088 37.795744474, -122.448986819 37.795652439, -122.448564801 37.795518581)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5127,8561000,LYON,ST,05,FIELD,25,2010,"LINESTRING (-122.44350692 37.778089214, -122.44369911 37.779038019)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4219,4835000,DIVISADERO,ST,02,REMOTE,14,2014,"LINESTRING (-122.443791967 37.804637872, -122.443983518 37.805581139)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4736,4124000,CLAY,ST,02,FIELD,26,2012,"LINESTRING (-122.453768963 37.788228306, -122.455419279 37.788018102)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4788,10165000,PACIFIC,AVE,02,FIELD,21,2012,"LINESTRING (-122.449367315 37.79148798, -122.450995459 37.791209906)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4793,13745000,YACHT,RD,02,FIELD,108,2011,"LINESTRING (-122.448321162 37.804993825, -122.448491655 37.806087795, -122.448386222 37.806219547, -122.448184388 37.80633863, -122.443871744 37.807566956)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5001,2369000,ANZAVISTA,AVE,02,FIELD,10,2010,"LINESTRING (-122.44544023 37.780125041, -122.445457466 37.780406956, -122.44547703 37.780733547, -122.445508713 37.78088136)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
5008,5229000,ENCANTO,AVE,02,FIELD,37,2010,"LINESTRING (-122.443464724 37.779585731, -122.443527912 37.780186742, -122.44361241 37.780646054, -122.443718517 37.781016098, -122.443854088 37.78136776)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4495,6047201,GEARY,BLVD,02,FIELD,7,2013,"LINESTRING (-122.447301513 37.782391642, -122.447366433 37.782554742, -122.448063774 37.782482601)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4348,2785001,BAY,ST,02,REMOTE,0,2014,"LINESTRING (-122.425109521 37.804145847, -122.425429459 37.80410514)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4355,19636000,POPE,RD,02,REMOTE,23,2014,"LINESTRING (-122.427139621 37.805433101, -122.427718726 37.805899072, -122.428054666 37.806355398, -122.428254996 37.806997359)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4359,15112000,MASON,ST,02,REMOTE,50,2014,"LINESTRING (-122.469419103 37.806419023, -122.469359714 37.806361437, -122.469279141 37.806335868, -122.469199199 37.806334031, -122.468957799 37.80634281, -122.46885521 37.806316031, -122.4688053 37.806240851, -122.468725625 37.80594764, -122.4686482 37.805663889, -122.468541501 37.805346091, -122.468411686 37.80504422, -122.468310391 37.804840054, -122.468150758 37.804553469, -122.468019592 37.804351377, -122.467903627 37.804194959, -122.467747038 37.80401388, -122.467554157 37.803820738, -122.467472556 37.803664272)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4834,9904000,OCTAVIA,ST,02,FIELD,15,2011,"LINESTRING (-122.429666845 37.801653915, -122.429855402 37.802583329)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4843,9746000,OFARRELL,ST,02,FIELD,22,2010,"LINESTRING (-122.445583811 37.781320688, -122.447517982 37.781069512)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
4409,10490000,PINE,ST,05,FIELD,16,2010,"LINESTRING (-122.440249956 37.787112456, -122.44191562 37.786900331)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12933,10447000,PIERCE,ST,02,REMOTE,10,2010,"LINESTRING (-122.439598337 37.801016786, -122.439703767 37.801537427)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1879,19102000,FISHER,LOOP,02,REMOTE,0,2010,"LINESTRING (-122.461198757 37.799962288, -122.460783779 37.800045145)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12809,2784000,BAY,ST,02,REMOTE,31,2010,"LINESTRING (-122.423466053 37.804354925, -122.425109521 37.804145847)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1253,19025000,BATTERY BLANEY,RD,02,REMOTE,0,2014,"LINESTRING (-122.46542973 37.802194452, -122.465368966 37.802271013, -122.465197987 37.802346195, -122.465003871 37.802371215, -122.464812242 37.802374407, -122.463875256 37.802264751, -122.463684242 37.802259331, -122.463354565 37.802259661, -122.463014898 37.80221027, -122.462345267 37.802068324, -122.462233472 37.802023741, -122.46205324 37.801933853, -122.461888917 37.801876008, -122.46171911 37.80185072, -122.461594403 37.801846721)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
1028,19660000,RALSTON,AVE,02,FIELD,20,2013,"LINESTRING (-122.473626452 37.801886723, -122.473682581 37.802029557, -122.473709212 37.802187707, -122.473698358 37.802322929, -122.473660415 37.802461249, -122.473496527 37.802776492, -122.473163221 37.803239314)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11019,11009201,RICHARDSON,AVE,02,REMOTE,12,2014,"LINESTRING (-122.444827865 37.798839628, -122.444863258 37.798922222, -122.444943551 37.798961236, -122.445028714 37.799014211, -122.445850817 37.79956189, -122.445965372 37.799580911)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11009,2849000,BEACH,ST,02,FIELD,28,2013,"LINESTRING (-122.433797945 37.805043288, -122.433898494 37.804976418, -122.4340821 37.804916832, -122.435357388 37.804757061)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11620,8703202,MARINA,BLVD,02,FIELD,0,2013,"LINESTRING (-122.436100106 37.806498899, -122.436244156 37.80654355, -122.436490886 37.806567829, -122.43725732 37.80647202, -122.437461294 37.806401781)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11359,6523000,GREENWICH,ST,02,FIELD,20,2012,"LINESTRING (-122.442467912 37.798111952, -122.444138325 37.797899381)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12699,19550000,MESA,ST,02,REMOTE,21,2014,"LINESTRING (-122.455957362 37.79998219, -122.455101498 37.801103243)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
12683,19181000,HOWARD,RD,02,FIELD,0,2013,"LINESTRING (-122.482393181 37.788635272, -122.482254568 37.788631706, -122.481864274 37.787902756, -122.479829357 37.787726475)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
10803,19684000,SHERIDAN,AVE,02,FIELD,0,2013,"LINESTRING (-122.459577276 37.79948777, -122.460152504 37.799795396, -122.460249182 37.799880217)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
11764,19737000,TAYLOR,RD,02,FIELD,10,2013,"LINESTRING (-122.460708225 37.799265084, -122.460249182 37.799880217)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
13418,15063000,HUNTER,RD,02,REMOTE,0,2014,"LINESTRING (-122.475858944 37.794250984, -122.475806337 37.794416125, -122.476283645 37.795854919, -122.476270091 37.79598465, -122.476245295 37.796075447, -122.476188733 37.796196077, -122.476060333 37.79635606, -122.47600823 37.796443268, -122.475976046 37.79657601, -122.47596686 37.796742089, -122.475983204 37.797101447, -122.475981706 37.797366074)",06/17/2024 10:06:23 AM,06/17/2024 10:08:07 AM
